# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   12.26226226    0.07947523
   12.30230230    0.08091569
   12.34234234    0.08235479
   12.38238238    0.08377851
   12.42242242    0.08517225
   12.46246246    0.08652146
   12.50250250    0.08781227
   12.54254254    0.08903198
   12.58258258    0.09016943
   12.62262262    0.09121516
   12.66266266    0.09216150
   12.70270270    0.09300232
   12.74274274    0.09373288
   12.78278278    0.09434953
   12.82282282    0.09484947
   12.86286286    0.09523061
   12.90290290    0.09549149
   12.94294294    0.09563129
   12.98298298    0.09564990
   13.02302302    0.09554795
   13.06306306    0.09532681
   13.10310310    0.09498854
   13.14314314    0.09453578
   13.18318318    0.09397169
   13.22322322    0.09329983
   13.26326326    0.09252425
   13.30330330    0.09164962
   13.34334334    0.09068149
   13.38338338    0.08962664
   13.42342342    0.08849336
   13.46346346    0.08729175
   13.50350350    0.08603380
   13.54354354    0.08473330
   13.58358358    0.08340557
   13.62362362    0.08206704
   13.66366366    0.08073466
   13.70370370    0.07942526
   13.74374374    0.07815500
   13.78378378    0.07693876
   13.82382382    0.07578979
   13.86386386    0.07471937
   13.90390390    0.07373667
   13.94394394    0.07284877
   13.98398398    0.07206076
   14.02402402    0.07137594
   14.06406406    0.07079611
   14.10410410    0.07032189
   14.14414414    0.06995301
   14.18418418    0.06968861
   14.22422422    0.06952747
   14.26426426    0.06946809
   14.30430430    0.06950872
   14.34434434    0.06964725
   14.38438438    0.06988099
   14.42442442    0.07020638
   14.46446446    0.07061861
   14.50450450    0.07111132
   14.54454454    0.07167621
   14.58458458    0.07230284
   14.62462462    0.07297852
   14.66466466    0.07368828
   14.70470470    0.07441517
   14.74474474    0.07514060
   14.78478478    0.07584497
   14.82482482    0.07650839
   14.86486486    0.07711154
   14.90490490    0.07763661
   14.94494494    0.07806808
   14.98498498    0.07839352
   15.02502503    0.07860410
   15.06506507    0.07869490
   15.10510511    0.07866492
   15.14514515    0.07851681
   15.18518519    0.07825643
   15.22522523    0.07789216
   15.26526527    0.07743414
   15.30530531    0.07689345
   15.34534535    0.07628133
   15.38538539    0.07560842
   15.42542543    0.07488414
   15.46546547    0.07411626
   15.50550551    0.07331053
   15.54554555    0.07247055
   15.58558559    0.07159783
   15.62562563    0.07069192
   15.66566567    0.06975080
   15.70570571    0.06877131
   15.74574575    0.06774960
   15.78578579    0.06668176
   15.82582583    0.06556423
   15.86586587    0.06439435
   15.90590591    0.06317072
   15.94594595    0.06189346
   15.98598599    0.06056444
   16.02602603    0.05918731
   16.06606607    0.05776748
   16.10610611    0.05631196
   16.14614615    0.05482909
   16.18618619    0.05332827
   16.22622623    0.05181952
   16.26626627    0.05031311
   16.30630631    0.04881915
   16.34634635    0.04734727
   16.38638639    0.04590633
   16.42642643    0.04450417
   16.46646647    0.04314753
   16.50650651    0.04184197
   16.54654655    0.04059189
   16.58658659    0.03940059
   16.62662663    0.03827036
   16.66666667    0.03720262
   16.70670671    0.03619801
   16.74674675    0.03525658
   16.78678679    0.03437782
   16.82682683    0.03356084
   16.86686687    0.03280445
   16.90690691    0.03210722
   16.94694695    0.03146752
   16.98698699    0.03088363
   17.02702703    0.03035369
   17.06706707    0.02987578
   17.10710711    0.02944787
   17.14714715    0.02906785
   17.18718719    0.02873346
   17.22722723    0.02844233
   17.26726727    0.02819188
   17.30730731    0.02797929
   17.34734735    0.02780152
   17.38738739    0.02765519
   17.42742743    0.02753665
   17.46746747    0.02744191
   17.50750751    0.02736671
   17.54754755    0.02730658
   17.58758759    0.02725693
   17.62762763    0.02721320
   17.66766767    0.02717100
   17.70770771    0.02712636
   17.74774775    0.02707589
   17.78778779    0.02701700
   17.82782783    0.02694803
   17.86786787    0.02686835
   17.90790791    0.02677843
   17.94794795    0.02667975
   17.98798799    0.02657471
   18.02802803    0.02646651
   18.06806807    0.02635889
   18.10810811    0.02625597
   18.14814815    0.02616203
   18.18818819    0.02608137
   18.22822823    0.02601814
   18.26826827    0.02597623
   18.30830831    0.02595927
   18.34834835    0.02597053
   18.38838839    0.02601294
   18.42842843    0.02608913
   18.46846847    0.02620141
   18.50850851    0.02635184
   18.54854855    0.02654224
   18.58858859    0.02677423
   18.62862863    0.02704921
   18.66866867    0.02736843
   18.70870871    0.02773292
   18.74874875    0.02814354
   18.78878879    0.02860089
   18.82882883    0.02910528
   18.86886887    0.02965667
   18.90890891    0.03025462
   18.94894895    0.03089813
   18.98898899    0.03158561
   19.02902903    0.03231475
   19.06906907    0.03308239
   19.10910911    0.03388449
   19.14914915    0.03471605
   19.18918919    0.03557109
   19.22922923    0.03644273
   19.26926927    0.03732331
   19.30930931    0.03820460
