# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   95.59559560    0.00051797
   95.70570571    0.00051879
   95.81581582    0.00052058
   95.92592593    0.00052277
   96.03603604    0.00052476
   96.14614615    0.00052615
   96.25625626    0.00052678
   96.36636637    0.00052677
   96.47647648    0.00052642
   96.58658659    0.00052607
   96.69669670    0.00052607
   96.80680681    0.00052672
   96.91691692    0.00052824
   97.02702703    0.00053086
   97.13713714    0.00053471
   97.24724725    0.00053983
   97.35735736    0.00054606
   97.46746747    0.00055310
   97.57757758    0.00056047
   97.68768769    0.00056764
   97.79779780    0.00057414
   97.90790791    0.00057963
   98.01801802    0.00058397
   98.12812813    0.00058718
   98.23823824    0.00058940
   98.34834835    0.00059083
   98.45845846    0.00059170
   98.56856857    0.00059224
   98.67867868    0.00059260
   98.78878879    0.00059283
   98.89889890    0.00059288
   99.00900901    0.00059265
   99.11911912    0.00059207
   99.22922923    0.00059116
   99.33933934    0.00059005
   99.44944945    0.00058897
   99.55955956    0.00058818
   99.66966967    0.00058787
   99.77977978    0.00058813
   99.88988989    0.00058888
  100.00000000    0.00059000
