# Final state angular momentum:   1
# Broadening parameter (in eV):    0.500
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   75.13513514    0.00191930
   75.22522523    0.00194665
   75.31531532    0.00199348
   75.40540541    0.00205798
   75.49549550    0.00213291
   75.58558559    0.00220429
   75.67567568    0.00225419
   75.76576577    0.00226966
   75.85585586    0.00225203
   75.94594595    0.00221604
   76.03603604    0.00218018
   76.12612613    0.00215840
   76.21621622    0.00215845
   76.30630631    0.00218381
   76.39639640    0.00223611
   76.48648649    0.00231681
   76.57657658    0.00242806
   76.66666667    0.00257331
   76.75675676    0.00275763
   76.84684685    0.00298821
   76.93693694    0.00327478
   77.02702703    0.00363034
   77.11711712    0.00407184
   77.20720721    0.00462094
   77.29729730    0.00530422
   77.38738739    0.00615178
   77.47747748    0.00719203
   77.56756757    0.00843819
   77.65765766    0.00986090
   77.74774775    0.01134619
   77.83783784    0.01266022
   77.92792793    0.01348115
   78.01801802    0.01354797
   78.10810811    0.01283936
   78.19819820    0.01159012
   78.28828829    0.01012504
   78.37837838    0.00869564
   78.46846847    0.00743228
   78.55855856    0.00637404
   78.64864865    0.00551196
   78.73873874    0.00481883
   78.82882883    0.00426433
   78.91891892    0.00382117
   79.00900901    0.00346690
   79.09909910    0.00318374
   79.18918919    0.00295794
   79.27927928    0.00277894
   79.36936937    0.00263874
   79.45945946    0.00253129
   79.54954955    0.00245209
   79.63963964    0.00239783
   79.72972973    0.00236624
   79.81981982    0.00235583
   79.90990991    0.00236587
   80.00000000    0.00239631
