# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   88.10810811    0.00033474
   88.21821822    0.00033876
   88.32832833    0.00034346
   88.43843844    0.00034878
   88.54854855    0.00035468
   88.65865866    0.00036105
   88.76876877    0.00036782
   88.87887888    0.00037493
   88.98898899    0.00038233
   89.09909910    0.00039000
   89.20920921    0.00039791
   89.31931932    0.00040604
   89.42942943    0.00041431
   89.53953954    0.00042257
   89.64964965    0.00043055
   89.75975976    0.00043796
   89.86986987    0.00044450
   89.97997998    0.00044999
   90.09009009    0.00045442
   90.20020020    0.00045801
   90.31031031    0.00046107
   90.42042042    0.00046394
   90.53053053    0.00046681
   90.64064064    0.00046968
   90.75075075    0.00047237
   90.86086086    0.00047466
   90.97097097    0.00047635
   91.08108108    0.00047739
   91.19119119    0.00047784
   91.30130130    0.00047785
   91.41141141    0.00047764
   91.52152152    0.00047742
   91.63163163    0.00047738
   91.74174174    0.00047767
   91.85185185    0.00047832
   91.96196196    0.00047929
   92.07207207    0.00048047
   92.18218218    0.00048169
   92.29229229    0.00048278
   92.40240240    0.00048366
   92.51251251    0.00048431
   92.62262262    0.00048479
   92.73273273    0.00048517
   92.84284284    0.00048551
   92.95295295    0.00048577
   93.06306306    0.00048592
   93.17317317    0.00048594
   93.28328328    0.00048594
   93.39339339    0.00048613
   93.50350350    0.00048682
   93.61361361    0.00048829
   93.72372372    0.00049079
   93.83383383    0.00049440
   93.94394394    0.00049912
   94.05405405    0.00050480
   94.16416416    0.00051120
   94.27427427    0.00051801
   94.38438438    0.00052490
   94.49449449    0.00053155
   94.60460460    0.00053774
   94.71471471    0.00054338
   94.82482482    0.00054855
   94.93493493    0.00055342
   95.04504505    0.00055819
   95.15515516    0.00056301
   95.26526527    0.00056799
   95.37537538    0.00057320
   95.48548549    0.00057876
   95.59559560    0.00058481
   95.70570571    0.00059151
   95.81581582    0.00059902
   95.92592593    0.00060745
   96.03603604    0.00061685
   96.14614615    0.00062713
   96.25625626    0.00063810
   96.36636637    0.00064934
   96.47647648    0.00066020
   96.58658659    0.00066989
   96.69669670    0.00067762
   96.80680681    0.00068291
   96.91691692    0.00068575
   97.02702703    0.00068667
   97.13713714    0.00068648
   97.24724725    0.00068600
   97.35735736    0.00068578
   97.46746747    0.00068595
   97.57757758    0.00068624
   97.68768769    0.00068615
   97.79779780    0.00068523
   97.90790791    0.00068325
   98.01801802    0.00068030
   98.12812813    0.00067663
   98.23823824    0.00067246
   98.34834835    0.00066795
