# Final state angular momentum:   1
# Broadening parameter (in eV):    0.500
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   55.04504505    0.00082540
   55.13513514    0.00079314
   55.22522523    0.00077754
   55.31531532    0.00077959
   55.40540541    0.00079864
   55.49549550    0.00083198
   55.58558559    0.00087362
   55.67567568    0.00091346
   55.76576577    0.00093905
   55.85585586    0.00094110
   55.94594595    0.00091920
   56.03603604    0.00088203
   56.12612613    0.00084176
   56.21621622    0.00080827
   56.30630631    0.00078709
   56.39639640    0.00078051
   56.48648649    0.00078944
   56.57657658    0.00081492
   56.66666667    0.00085866
   56.75675676    0.00092283
   56.84684685    0.00100944
   56.93693694    0.00111915
   57.02702703    0.00124939
   57.11711712    0.00139213
   57.20720721    0.00153355
   57.29729730    0.00165847
   57.38738739    0.00175849
   57.47747748    0.00183743
   57.56756757    0.00191039
   57.65765766    0.00199749
   57.74774775    0.00211419
   57.83783784    0.00226066
   57.92792793    0.00241358
   58.01801802    0.00252605
   58.10810811    0.00254440
   58.19819820    0.00244047
   58.28828829    0.00223183
   58.37837838    0.00196727
   58.46846847    0.00169538
   58.55855856    0.00144664
   58.64864865    0.00123330
   58.73873874    0.00105639
   58.82882883    0.00091193
   58.91891892    0.00079452
   59.00900901    0.00069896
   59.09909910    0.00062081
   59.18918919    0.00055651
   59.27927928    0.00050325
   59.36936937    0.00045883
   59.45945946    0.00042155
   59.54954955    0.00039010
   59.63963964    0.00036345
   59.72972973    0.00034078
   59.81981982    0.00032147
   59.90990991    0.00030499
   60.00000000    0.00029096
   60.09009009    0.00027904
   60.18018018    0.00026896
   60.27027027    0.00026051
   60.36036036    0.00025355
   60.45045045    0.00024798
   60.54054054    0.00024373
   60.63063063    0.00024080
   60.72072072    0.00023918
   60.81081081    0.00023890
   60.90090090    0.00024003
   60.99099099    0.00024261
   61.08108108    0.00024669
   61.17117117    0.00025221
   61.26126126    0.00025893
   61.35135135    0.00026636
   61.44144144    0.00027388
   61.53153153    0.00028106
   61.62162162    0.00028805
   61.71171171    0.00029563
   61.80180180    0.00030483
   61.89189189    0.00031657
   61.98198198    0.00033161
   62.07207207    0.00035063
   62.16216216    0.00037435
   62.25225225    0.00040367
   62.34234234    0.00043975
   62.43243243    0.00048411
   62.52252252    0.00053871
   62.61261261    0.00060608
   62.70270270    0.00068941
   62.79279279    0.00079244
   62.88288288    0.00091917
   62.97297297    0.00107274
   63.06306306    0.00125290
   63.15315315    0.00145154
   63.24324324    0.00164714
   63.33333333    0.00180344
   63.42342342    0.00188083
   63.51351351    0.00186008
   63.60360360    0.00175728
   63.69369369    0.00161236
   63.78378378    0.00146514
   63.87387387    0.00134167
   63.96396396    0.00125444
   64.05405405    0.00120778
   64.14414414    0.00120256
   64.23423423    0.00123858
   64.32432432    0.00131449
   64.41441441    0.00142559
   64.50450450    0.00155925
   64.59459459    0.00168988
   64.68468468    0.00177925
   64.77477477    0.00179013
   64.86486486    0.00170893
   64.95495495    0.00155516
   65.04504505    0.00136638
   65.13513514    0.00117614
   65.22522523    0.00100400
   65.31531532    0.00085711
   65.40540541    0.00073548
   65.49549550    0.00063604
   65.58558559    0.00055500
   65.67567568    0.00048877
   65.76576577    0.00043435
   65.85585586    0.00038931
   65.94594595    0.00035175
   66.03603604    0.00032018
   66.12612613    0.00029346
   66.21621622    0.00027068
   66.30630631    0.00025114
   66.39639640    0.00023429
   66.48648649    0.00021967
   66.57657658    0.00020695
   66.66666667    0.00019583
   66.75675676    0.00018608
   66.84684685    0.00017753
   66.93693694    0.00017002
   67.02702703    0.00016342
   67.11711712    0.00015763
   67.20720721    0.00015257
   67.29729730    0.00014819
   67.38738739    0.00014441
   67.47747748    0.00014121
   67.56756757    0.00013855
   67.65765766    0.00013642
   67.74774775    0.00013481
   67.83783784    0.00013371
   67.92792793    0.00013313
   68.01801802    0.00013308
   68.10810811    0.00013360
   68.19819820    0.00013471
   68.28828829    0.00013649
   68.37837838    0.00013904
   68.46846847    0.00014251
   68.55855856    0.00014705
   68.64864865    0.00015290
   68.73873874    0.00016034
   68.82882883    0.00016970
   68.91891892    0.00018145
   69.00900901    0.00019611
   69.09909910    0.00021428
   69.18918919    0.00023654
   69.27927928    0.00026319
   69.36936937    0.00029397
   69.45945946    0.00032774
   69.54954955    0.00036249
   69.63963964    0.00039570
   69.72972973    0.00042446
   69.81981982    0.00044505
   69.90990991    0.00045360
   70.00000000    0.00044807
   70.09009009    0.00042945
   70.18018018    0.00040134
   70.27027027    0.00036836
   70.36036036    0.00033468
   70.45045045    0.00030321
   70.54054054    0.00027568
   70.63063063    0.00025285
   70.72072072    0.00023479
   70.81081081    0.00022118
   70.90090090    0.00021149
   70.99099099    0.00020516
   71.08108108    0.00020169
   71.17117117    0.00020066
   71.26126126    0.00020171
   71.35135135    0.00020451
   71.44144144    0.00020855
   71.53153153    0.00021318
   71.62162162    0.00021787
   71.71171171    0.00022259
   71.80180180    0.00022798
